Sample ID ,Site,Date,Year,Tissue,d34S ,d13C,d15N,Caged,WDN,R_FP,week ,Day,subsite,,,,
NP17002,Yolo Bypass,3/16/2017,2017,M,1,-28.79,11.42,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17003,Yolo Bypass,3/16/2017,2017,M,1.4,-29.92,11.8,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17004,Yolo Bypass,3/16/2017,2017,M,0.8,-30.08,11.21,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17005,Yolo Bypass,3/16/2017,2017,M,0.3,-29.88,11.17,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17006,Yolo Bypass,4/6/2017,2017,M,-0.5,-27.03,10.95,uncaged,wet,Floodplain,3,,conaway,,,,
NP17007,Yolo Bypass,4/6/2017,2017,M,7.4,-22.16,11.95,uncaged,wet,Floodplain,3,,conaway,,,,
NP17008,Yolo Bypass,4/6/2017,2017,M,-0.9,-27.35,12.02,uncaged,wet,Floodplain,3,,conaway,,,,
NP17009,Yolo Bypass,4/6/2017,2017,M,7.2,-22.16,12.18,uncaged,wet,Floodplain,3,,conaway,,,,
NP17010,Yolo Bypass,4/6/2017,2017,M,-1.1,-26.08,11.58,uncaged,wet,Floodplain,3,,conaway,,,,
NP17011,Yolo Bypass,4/6/2017,2017,M,7.1,-21.82,12.34,uncaged,wet,Floodplain,3,,conaway,,,,
NP17012,Yolo Bypass,4/6/2017,2017,M,8.9,-21,12.35,uncaged,wet,Floodplain,3,,conaway,,,,
NP17013,Hatchery,4/3/2017,2017,M,11.9,-20.14,13.29,uncaged,wet,River,0,0,hatchery,,,,
NP17014,Hatchery,4/3/2017,2017,M,12.1,-20.2,12.79,uncaged,wet,River,0,0,hatchery,,,,
NP17015,Hatchery,4/3/2017,2017,M,12.2,-20.22,13.39,uncaged,wet,River,0,0,hatchery,,,,
NP17013,Hatchery,4/3/2017,2017,M,11.9,-20.14,13.29,uncaged,wet,Floodplain,0,0,hatchery,,,,
NP17014,Hatchery,4/3/2017,2017,M,12.1,-20.2,12.79,uncaged,wet,Floodplain,0,0,hatchery,,,,
NP17015,Hatchery,4/3/2017,2017,M,12.2,-20.22,13.39,uncaged,wet,Floodplain,0,0,hatchery,,,,
NP17016,Yolo Bypass,4/5/2017,2017,M,8,-22.45,12.22,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17017,Yolo Bypass,4/5/2017,2017,M,-1.4,-28.5,12.61,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17018,Yolo Bypass,4/5/2017,2017,M,-1.1,-28.26,12.82,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17019,Yolo Bypass,4/6/2017,2017,M,-1.6,-27.59,12.64,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17020,Yolo Bypass,4/6/2017,2017,M,0.4,-26.59,12.34,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17021,Yolo Bypass,4/5/2017,2017,M,-2.1,-28.16,10.1,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17022,Yolo Bypass,4/5/2017,2017,M,-1.7,-29.56,11.72,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17023,Yolo Bypass,4/6/2017,2017,M,-1.4,-28.2,12.24,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17024,Yolo Bypass,4/5/2017,2017,M,-1.7,-27.26,11.64,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17025,Yolo Bypass,4/5/2017,2017,M,-0.3,-25.59,10.08,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17026,Yolo Bypass,4/5/2017,2017,M,-1.8,-26.84,11.8,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17027,Yolo Bypass,4/5/2017,2017,M,-0.4,-28.08,12.6,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17028,Yolo Bypass,4/5/2017,2017,M,9.3,-22.22,12.03,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17029,Yolo Bypass,4/5/2017,2017,M,-1.7,-28.22,11.79,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17030,Yolo Bypass,4/6/2017,2017,M,-1.6,-28.5,12.46,uncaged,wet,Floodplain,3,,yolo bypass,,,,
NP17031,Yolo Bypass,4/26/2017,2017,M,2.7,-26.23,12.31,caged,wet,Floodplain,3,42,fieldx,,,,
NP17032,Yolo Bypass,4/26/2017,2017,M,3.7,-25.3,12.82,caged,wet,Floodplain,3,42,fieldx,,,,
NP17033,Yolo Bypass,4/26/2017,2017,M,1.7,-25.78,12.3,caged,wet,Floodplain,3,42,fieldx,,,,
NP17034,Yolo Bypass,4/26/2017,2017,M,1.4,-27.25,12.2,caged,wet,Floodplain,3,42,fieldx,,,,
NP17035,Yolo Bypass,4/26/2017,2017,M,3.9,-25.36,12.66,caged,wet,Floodplain,3,42,fieldx,,,,
NP17001,Yolo Bypass,3/16/2017,2017,S,-1.35,-36.64,7.56,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17002,Yolo Bypass,3/16/2017,2017,S,-1.33,-30.33,8.7,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17003,Yolo Bypass,3/16/2017,2017,S,-2.89,-38.02,7.46,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17004,Yolo Bypass,3/16/2017,2017,S,-3.54,-37.68,7.18,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17005,Yolo Bypass,3/16/2017,2017,S,-2.41,-37.27,7.71,uncaged,wet,Floodplain,3,,knaggs,,,,
NP17006,Yolo Bypass,4/6/2017,2017,S,-3.17,-31.6,6.9,uncaged,wet,Floodplain,3,,conaway,,,,
NP17007,Yolo Bypass,4/6/2017,2017,S,1.3,-25.54,9.24,uncaged,wet,Floodplain,3,,conaway,,,,
NP17008,Yolo Bypass,4/6/2017,2017,S,-1.69,-30.46,9.2,uncaged,wet,Floodplain,3,,conaway,,,,
NP17009,Yolo Bypass,4/6/2017,2017,S,1.25,-26.31,9.41,uncaged,wet,Floodplain,3,,conaway,,,,
NP17010,Yolo Bypass,4/6/2017,2017,S,-2.25,-27.26,8.8,uncaged,wet,Floodplain,3,,conaway,,,,
NP17011,Yolo Bypass,4/6/2017,2017,S,-1.25,-28.41,7.47,uncaged,wet,Floodplain,3,,conaway,,,,
NP17012,Yolo Bypass,4/6/2017,2017,S,-1.84,-28.59,7.42,uncaged,wet,Floodplain,3,,conaway,,,,
NP17013,Hatchery,4/3/2017,2017,S,NA,NA,NA,uncaged,wet,River,3,0,hatchery,,,,
NP17014,Hatchery,4/3/2017,2017,S,NA,NA,NA,uncaged,wet,River,,0,hatchery,,,,
NP17015,Hatchery,4/3/2017,2017,S,NA,NA,NA,uncaged,wet,River,,0,hatchery,,,,
NP17016,Yolo Bypass,4/5/2017,2017,S,-1.11,-32.91,7.13,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17017,Yolo Bypass,4/5/2017,2017,S,-2.76,-34.48,6.72,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17018,Yolo Bypass,4/5/2017,2017,S,-2.2,-33.05,7.75,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17019,Yolo Bypass,4/6/2017,2017,S,-2.07,-31.58,8.77,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17020,Yolo Bypass,4/6/2017,2017,S,-3.08,-31.65,7.16,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17021,Yolo Bypass,4/5/2017,2017,S,-2.76,-33.48,6.66,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17022,Yolo Bypass,4/5/2017,2017,S,-2.87,-33.85,6.98,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17023,Yolo Bypass,4/6/2017,2017,S,-2.24,-31.7,7.57,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17024,Yolo Bypass,4/5/2017,2017,S,-2.55,-32.74,7.28,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17025,Yolo Bypass,4/5/2017,2017,S,-1.38,-31.94,7.36,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17026,Yolo Bypass,4/5/2017,2017,S,-1.23,-33.14,6.6,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17027,Yolo Bypass,4/5/2017,2017,S,-1.89,-33.03,7.25,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17028,Yolo Bypass,4/5/2017,2017,S,-1.21,-32.45,7.23,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17029,Yolo Bypass,4/5/2017,2017,S,-2.6,-32.21,7.77,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17030,Yolo Bypass,4/6/2017,2017,S,-2.32,-32.25,7.04,uncaged,wet,Floodplain,,,yolo bypass,,,,
NP17031,Yolo Bypass,4/26/2017,2017,S,-2.74,-27.58,7.5,caged,wet,Floodplain,,42,fieldx,,,,
NP17032,Yolo Bypass,4/26/2017,2017,S,-1.62,-28.31,7.55,caged,wet,Floodplain,,42,fieldx,,,,
NP17033,Yolo Bypass,4/26/2017,2017,S,-1.73,-28.8,7.39,caged,wet,Floodplain,,42,fieldx,,,,
NP17034,Yolo Bypass,4/26/2017,2017,S,-1.73,-28.73,7.23,caged,wet,Floodplain,,42,fieldx,,,,
NP17035,Yolo Bypass,4/26/2017,2017,S,-1.98,-28.65,7.56,caged,wet,Floodplain,,42,fieldx,,,,
NP16011,Yolo Bypass,2/22/2016,2016,F,-1.7,-31.75,11.8,uncaged,normal,Floodplain,,,,,,,
NP16012,Yolo Bypass,2/22/2016,2016,F,-1.8,-30.63,11.55,uncaged,normal,Floodplain,,,,,,,
NP16013,Yolo Bypass,2/22/2016,2016,F,-2.8,-31.74,11.65,uncaged,normal,Floodplain,,,,,,,
NP16014,Yolo Bypass,2/22/2016,2016,F,-3,-31.15,11.58,uncaged,normal,Floodplain,,,,,,,
NP16015,Yolo Bypass,2/22/2016,2016,F,-2.4,-31.58,11.48,uncaged,normal,Floodplain,,,,,,,
NP16021,Yolo Bypass,2/29/2016,2016,F,-3.7,-32.87,10.83,uncaged,normal,Floodplain,,,,,,,
NP16022,Yolo Bypass,2/29/2016,2016,F,-3.4,-33.14,10.23,uncaged,normal,Floodplain,,,,,,,
NP16023,Yolo Bypass,2/29/2016,2016,F,-2.6,-32.43,11.07,uncaged,normal,Floodplain,,,,,,,
NP16024,Yolo Bypass,2/29/2016,2016,F,-2.9,-31.88,10.51,uncaged,normal,Floodplain,,,,,,,
NP16025,Yolo Bypass,2/29/2016,2016,F,-3.6,-32.55,10.18,uncaged,normal,Floodplain,,,,,,,
NP16001,Yolo Bypass,3/7/2016,2016,F,-4.8,-33.42,11.32,uncaged,normal,Floodplain,,,,,,,
NP16002,Yolo Bypass,3/7/2016,2016,F,-4.9,-34.22,10.1,uncaged,normal,Floodplain,,,,,,,
NP16003,Yolo Bypass,3/7/2016,2016,F,-4.6,-32.66,10.49,uncaged,normal,Floodplain,,,,,,,
NP16004,Yolo Bypass,3/7/2016,2016,F,-5.1,-32.68,10.3,uncaged,normal,Floodplain,,,,,,,
NP16005,Yolo Bypass,3/7/2016,2016,F,-5,-33.07,10.53,uncaged,normal,Floodplain,,,,,,,
NP16026,Yolo Bypass,3/10/2016,2016,F,-6.5,-34.49,11.53,uncaged,normal,Floodplain,,,,,,,
NP16027,Yolo Bypass,3/10/2016,2016,F,-6,-33.88,11.39,uncaged,normal,Floodplain,,,,,,,
NP16028,Yolo Bypass,3/10/2016,2016,F,-6.4,-34.77,11.45,uncaged,normal,Floodplain,,,,,,,
NP16029,Yolo Bypass,3/10/2016,2016,F,-5.6,-34.4,11.59,uncaged,normal,Floodplain,,,,,,,
NP16030,Yolo Bypass,3/10/2016,2016,F,-6.5,-34.01,11.41,uncaged,normal,Floodplain,,,,,,,
NP17200,River Caged,4/26/2017,2017,M,6.1,-24.86,12,caged,wet,River,,42,River,,,,
NP17201,River Caged,4/26/2017,2017,M,7.5,-23.81,12.67,caged,wet,River,,42,River,,,,
NP17202,River Caged,4/26/2017,2017,M,6.3,-24.85,12.27,caged,wet,River,,42,River,,,,
NP17203,River Caged,4/26/2017,2017,M,8.6,-23.32,12.51,caged,wet,River,,42,River,,,,
NP17204,River Caged,4/26/2017,2017,M,5.9,-24.33,11.94,caged,wet,River,,42,River,,,,
NP17200,River Caged,4/26/2017,2017,S,2.55,-30.92,9.08,caged,wet,River,,42,River,,,,
NP17201,River Caged,4/26/2017,2017,S,1.49,-29.94,6.96,caged,wet,River,,42,River,,,,
NP17202,River Caged,4/26/2017,2017,S,2.01,-31.07,9.73,caged,wet,River,,42,River,,,,
NP17203,River Caged,4/26/2017,2017,S,2.28,-31.02,8.33,caged,wet,River,,42,River,,,,
NP17204,River Caged,4/26/2017,2017,S,1.8,-30.29,8.62,caged,wet,River,,42,River,,,,
NP16016,Yolo Bypass,2/9/2016,2016,F,7.3,-24.63,13.16,uncaged,normal,Floodplain,,,,,,,
NP16017,Yolo Bypass,2/9/2016,2016,F,7.5,-24.15,13.18,uncaged,normal,Floodplain,,,,,,,
NP16018,Yolo Bypass,2/9/2016,2016,F,7.2,-24.46,12.63,uncaged,normal,Floodplain,,,,,,,
NP16019,Yolo Bypass,2/9/2016,2016,F,8.2,-23.16,13.93,uncaged,normal,Floodplain,,,,,,,
NP16020,Yolo Bypass,2/9/2016,2016,F,7.1,-24.78,12.56,uncaged,normal,Floodplain,,,,,,,
NP16006,Yolo Bypass,2/16/2016,2016,F,2,-28.95,11.47,uncaged,normal,Floodplain,,,,,,,
NP16007,Yolo Bypass,2/16/2016,2016,F,3.1,-27.79,12.01,uncaged,normal,Floodplain,,,,,,,
NP16008,Yolo Bypass,2/16/2016,2016,F,1.4,-29.23,12.17,uncaged,normal,Floodplain,,,,,,,
NP16009,Yolo Bypass,2/16/2016,2016,F,1.7,-29.3,11.58,uncaged,normal,Floodplain,,,,,,,
NP16010,Yolo Bypass,2/16/2016,2016,F,1.3,-28.92,12.06,uncaged,normal,Floodplain,,,,,,,
